"population","pop2024","pop2023","pop2022","pop2020","pop2010","growth","region","city","usps","state","countyFips","county","densityMi","slug","areaMi","lng","lat","type","rank"
92,92,86,79,58,0,0.06977,"Northwest","Weitchpec","CA","California","6023","Humboldt County",24,"california/weitchpec",3.83,-123.689,41.1946,"CDP",1462
91,91,94,97,120,134,-0.03191,"Northwest","Pike","CA","California","6057","Nevada County",21,"california/pike",4.322,-121,39.4278,"CDP",1463
91,91,95,100,100,155,-0.04211,"Northwest","Round Mountain","CA","California","6089","Shasta County",54,"california/round-mountain",1.677,-121.938,40.7975,"CDP",1464
91,91,99,108,487,211,-0.08081,"South","Yettem","CA","California","6107","Tulare County",827,"california/yettem",0.11,-119.256,36.4857,"CDP",1465
89,89,91,93,130,115,-0.02198,"South","McKittrick","CA","California","6029","Kern County",34,"california/mckittrick",2.617,-119.625,35.298,"CDP",1466
88,88,81,75,0,0,0.08642,"Central","Foresta","CA","California","","",238,"california/foresta",0.37,-119.748,37.6988,"CDP",1467
87,87,93,98,154,162,-0.06452,"Northwest","Verdi","CA","California","6091","Sierra County",21,"california/verdi",4.173,-120.023,39.527,"CDP",1468
86,86,112,138,192,451,-0.23214,"Northwest","Keswick","CA","California","6089","Shasta County",25,"california/keswick",3.389,-122.461,40.613,"CDP",1469
86,86,80,74,51,0,0.075,"Southeast","Rivergrove","CA","California","6029","Kern County",131,"california/rivergrove",0.658,-118.941,35.4403,"CDP",1470
85,85,79,73,0,0,0.07595,"Southeast","Camp Nelson","CA","California","6107","Tulare County",69,"california/camp-nelson",1.238,-118.611,36.142,"CDP",1471
84,84,90,97,159,175,-0.06667,"Central","Big Creek","CA","California","6019","Fresno County",183,"california/big-creek",0.46,-119.248,37.2036,"CDP",1472
84,84,88,93,90,150,-0.04545,"Northwest","C-Road","CA","California","6063","Plumas County",32,"california/c-road",2.661,-120.577,39.7627,"CDP",1473
84,84,78,72,62,0,0.07692,"Northwest","Knights Ferry","CA","California","6077","San Joaquin County",525,"california/knights-ferry",0.16,-120.669,37.8212,"CDP",1474
84,84,89,93,235,144,-0.05618,"West","Pajaro Dunes","CA","California","6053","Monterey County",33,"california/pajaro-dunes",2.564,-121.806,36.8682,"CDP",1475
82,82,96,109,151,269,-0.14583,"Northwest","North San Juan","CA","California","6057","Nevada County",34,"california/north-san-juan",2.423,-121.106,39.3718,"CDP",1476
81,81,88,94,48,172,-0.07955,"Southeast","Johannesburg","CA","California","6029","Kern County",33,"california/johannesburg",2.453,-117.642,35.3719,"CDP",1477
79,79,74,68,49,0,0.06757,"Southeast","Cartago","CA","California","6027","Inyo County",68,"california/cartago",1.169,-118.027,36.3052,"CDP",1478
78,78,73,67,68,0,0.06849,"Northwest","Keddie","CA","California","6063","Plumas County",119,"california/keddie",0.657,-120.952,40.0059,"CDP",1479
77,77,86,95,164,205,-0.10465,"Northwest","Calpine","CA","California","6091","Sierra County",108,"california/calpine",0.71,-120.439,39.6634,"CDP",1480
76,76,90,105,99,282,-0.15556,"Northwest","Downieville","CA","California","6091","Sierra County",24,"california/downieville",3.181,-120.816,39.5786,"CDP",1481
76,76,70,65,80,0,0.08571,"Northwest","Goodyears Bar","CA","California","6091","Sierra County",37,"california/goodyears-bar",2.05,-120.893,39.5524,"CDP",1482
76,76,85,94,139,201,-0.10588,"Northwest","Greenview","CA","California","6093","Siskiyou County",59,"california/greenview",1.295,-122.921,41.5449,"CDP",1483
76,76,70,65,99,0,0.08571,"Southeast","Randsburg","CA","California","6029","Kern County",40,"california/randsburg",1.906,-117.66,35.3687,"CDP",1484
75,75,83,91,26,186,-0.09639,"Northwest","Alderpoint","CA","California","6023","Humboldt County",31,"california/alderpoint",2.428,-123.616,40.1613,"CDP",1485
75,75,80,85,102,143,-0.0625,"Northwest","Kingvale","CA","California","6057","Nevada County",78,"california/kingvale",0.962,-120.438,39.321,"CDP",1486
75,75,69,64,5,0,0.08696,"Northwest","Strawberry","CA","California","6109","Tuolumne County",144,"california/strawberry-tuolumne-county",0.521,-120.01,38.1984,"CDP",1487
74,74,68,63,99,0,0.08824,"Northwest","Alleghany","CA","California","6091","Sierra County",212,"california/alleghany",0.349,-120.841,39.4667,"CDP",1488
71,71,76,82,76,149,-0.06579,"Northwest","Stonyford","CA","California","6011","Colusa County",51,"california/stonyford",1.404,-122.544,39.3695,"CDP",1489
70,70,65,60,0,0,0.07692,"Northwest","Carmet","CA","California","6097","Sonoma County",244,"california/carmet",0.287,-123.072,38.3745,"CDP",1490
70,70,182,293,318,1628,-0.61538,"Northwest","Mountain Ranch","CA","California","6009","Calaveras County",18,"california/mountain-ranch",3.91,-120.531,38.2117,"CDP",1491
69,69,73,77,250,123,-0.05479,"Northwest","Mineral","CA","California","6103","Tehama County",2,"california/mineral",44.303,-121.551,40.4027,"CDP",1492
68,68,82,97,209,272,-0.17073,"Northwest","Adin","CA","California","6049","Modoc County",23,"california/adin",2.93,-120.957,41.1993,"CDP",1493
68,68,63,58,52,0,0.07937,"Southeast","Ponderosa","CA","California","6107","Tulare County",84,"california/ponderosa",0.811,-118.532,36.1047,"CDP",1494
66,66,74,81,78,171,-0.10811,"Southeast","Palo Verde","CA","California","6025","Imperial County",114,"california/palo-verde",0.58,-114.727,33.4278,"CDP",1495
65,65,61,56,252,0,0.06557,"Southeast","Choctaw Valley","CA","California","6029","Kern County",29,"california/choctaw-valley",2.272,-118.887,35.4486,"CDP",1496
64,64,68,72,91,121,-0.05882,"Northwest","Bear Valley","CA","California","6003","Alpine County",12,"california/bear-valley",5.156,-120.052,38.4723,"CDP",1497
63,63,58,54,74,0,0.08621,"West","Hornitos","CA","California","6043","Mariposa County",55,"california/hornitos",1.154,-120.239,37.5025,"CDP",1498
63,63,58,54,46,0,0.08621,"Northwest","Soda Springs","CA","California","6057","Nevada County",187,"california/soda-springs",0.337,-120.379,39.3248,"CDP",1499
62,62,66,71,135,125,-0.06061,"West","Bear Valley","CA","California","6043","Mariposa County",25,"california/bear-valley-mariposa-county",2.44,-120.136,37.5747,"CDP",1500
61,61,56,52,47,0,0.08929,"Southwest","Garey","CA","California","6079","San Luis Obispo County",48,"california/garey",1.265,-120.314,34.8858,"CDP",1501
61,61,56,52,0,0,0.08929,"Northwest","La Porte","CA","California","6063","Plumas County",14,"california/la-porte",4.457,-120.985,39.6725,"CDP",1502
59,59,62,65,97,103,-0.04839,"West","Tuttle","CA","California","6047","Merced County",34,"california/tuttle",1.759,-120.379,37.2965,"CDP",1503
56,56,52,48,0,0,0.07692,"Southeast","Idlewild","CA","California","6107","Tulare County",122,"california/idlewild",0.459,-118.67,35.8096,"CDP",1504
56,56,59,63,51,108,-0.05085,"South","Waukena","CA","California","6107","Tulare County",160,"california/waukena",0.35,-119.511,36.1391,"CDP",1505
55,55,58,62,54,106,-0.05172,"South","Fellows","CA","California","6029","Kern County",79,"california/fellows",0.695,-119.547,35.1779,"CDP",1506
55,55,59,63,59,112,-0.0678,"Northwest","Paskenta","CA","California","6103","Tehama County",51,"california/paskenta",1.081,-122.546,39.8833,"CDP",1507
54,54,50,46,39,0,0.08,"Northwest","Edgewood","CA","California","6093","Siskiyou County",53,"california/edgewood",1.026,-122.426,41.4608,"CDP",1508
52,52,58,64,88,138,-0.10345,"Southwest","Casmalia","CA","California","6083","Santa Barbara County",310,"california/casmalia",0.168,-120.531,34.8378,"CDP",1509
52,52,57,62,0,124,-0.08772,"South","El Rancho","CA","California","6107","Tulare County",2364,"california/el-rancho",0.022,-119.068,36.2207,"CDP",1510
52,52,57,61,37,113,-0.08772,"Northwest","Whitehawk","CA","California","6063","Plumas County",20,"california/whitehawk",2.584,-120.554,39.7206,"CDP",1511
51,51,48,44,17,0,0.0625,"Southeast","Mountain Center","CA","California","6065","Riverside County",27,"california/mountain-center",1.884,-116.723,33.7108,"CDP",1512
51,51,48,44,51,0,0.0625,"Southeast","Panorama Heights","CA","California","6107","Tulare County",107,"california/panorama-heights",0.475,-118.627,35.8068,"CDP",1513
50,50,47,43,84,0,0.06383,"Southeast","Goodmanville","CA","California","6029","Kern County",74,"california/goodmanville",0.677,-118.944,35.429,"CDP",1514
50,50,47,43,93,0,0.06383,"South","Jovista","CA","California","6029","Kern County",495,"california/jovista",0.101,-119.19,35.794,"CDP",1515
50,50,54,59,45,115,-0.07407,"Northwest","Volcano","CA","California","6005","Amador County",36,"california/volcano",1.4,-120.622,38.4506,"CDP",1516
49,49,55,61,58,131,-0.10909,"Northwest","Carrick","CA","California","6093","Siskiyou County",831,"california/carrick",0.059,-122.363,41.4467,"CDP",1517
49,49,46,42,31,0,0.06522,"Northwest","Nubieber","CA","California","6035","Lassen County",65,"california/nubieber",0.749,-121.182,41.0966,"CDP",1518
48,48,44,41,19,0,0.09091,"Northwest","Tancred","CA","California","6113","Yolo County",30,"california/tancred",1.611,-122.155,38.7619,"CDP",1519
47,47,56,66,68,182,-0.16071,"East","Sunny Slopes","CA","California","6051","Mono County",25,"california/sunny-slopes",1.884,-118.676,37.5694,"CDP",1520
46,46,42,39,27,0,0.09524,"Northwest","Prattville","CA","California","6063","Plumas County",76,"california/prattville",0.603,-121.157,40.206,"CDP",1521
43,43,40,37,50,0,0.075,"Northwest","Lookout","CA","California","6049","Modoc County",8,"california/lookout",5.464,-121.153,41.2104,"CDP",1522
43,43,40,37,47,0,0.075,"Northwest","Paynes Creek","CA","California","6103","Tehama County",13,"california/paynes-creek",3.432,-121.925,40.3419,"CDP",1523
43,43,40,37,48,0,0.075,"Northwest","Robinson Mill","CA","California","6007","Butte County",33,"california/robinson-mill",1.317,-121.32,39.4856,"CDP",1524
42,42,48,54,146,126,-0.125,"Northwest","Chinese Camp","CA","California","6109","Tuolumne County",47,"california/chinese-camp",0.898,-120.444,37.8702,"CDP",1525
42,42,51,60,13,167,-0.17647,"Northwest","Drytown","CA","California","6005","Amador County",13,"california/drytown",3.256,-120.861,38.4415,"CDP",1526
42,42,39,36,108,0,0.07692,"Southeast","Williams Canyon","CA","California","6059","Orange County",74,"california/williams-canyon",0.566,-117.639,33.7289,"CDP",1527
38,38,36,33,54,0,0.05556,"Southeast","Glennville","CA","California","6029","Kern County",20,"california/glennville",1.888,-118.715,35.7242,"CDP",1528
37,37,35,32,86,0,0.05714,"Northwest","Lake City","CA","California","6049","Modoc County",6,"california/lake-city",5.817,-120.222,41.6453,"CDP",1529
36,36,34,31,11,0,0.05882,"Northwest","Madeline","CA","California","6035","Lassen County",679,"california/madeline",0.053,-120.475,41.0514,"CDP",1530
35,35,43,52,61,156,-0.18605,"South","Rodriguez Camp","CA","California","6107","Tulare County",133,"california/rodriguez-camp",0.263,-119.139,35.809,"CDP",1531
34,34,31,29,33,0,0.09677,"Central","Yosemite West","CA","California","6043","Mariposa County",124,"california/yosemite-west",0.274,-119.718,37.6482,"CDP",1532
33,33,30,28,6,0,0.1,"Southeast","Keeler","CA","California","6027","Inyo County",29,"california/keeler",1.153,-117.873,36.4867,"CDP",1533
33,33,40,46,56,122,-0.175,"Northwest","Leggett","CA","California","6045","Mendocino County",12,"california/leggett",2.704,-123.725,39.8635,"CDP",1534
32,32,29,27,57,0,0.10345,"Northwest","Ono","CA","California","6089","Shasta County",17,"california/ono",1.904,-122.625,40.4781,"CDP",1535
32,32,29,27,73,0,0.10345,"Northwest","Sattley","CA","California","6091","Sierra County",16,"california/sattley",2.047,-120.437,39.6299,"CDP",1536
31,31,51,71,91,309,-0.39216,"Northwest","Hat Creek","CA","California","6089","Shasta County",1,"california/hat-creek",50.013,-121.475,40.7898,"CDP",1537
30,30,28,26,111,0,0.07143,"Southeast","Alta Sierra","CA","California","6029","Kern County",30,"california/alta-sierra-kern-county",1.016,-118.545,35.7258,"CDP",1538
30,30,35,41,38,109,-0.14286,"Northwest","Valley Ranch","CA","California","6063","Plumas County",26,"california/valley-ranch",1.137,-120.565,39.7403,"CDP",1539
30,30,28,26,0,0,0.07143,"East","Wilsonia","CA","California","6107","Tulare County",110,"california/wilsonia",0.273,-118.956,36.7346,"CDP",1540
29,29,27,25,23,0,0.07407,"Northwest","Platina","CA","California","6089","Shasta County",14,"california/platina",2.069,-122.904,40.3591,"CDP",1541
29,29,60,90,226,456,-0.51667,"Northwest","Sierra Village","CA","California","6109","Tuolumne County",11,"california/sierra-village",2.572,-120.159,38.0756,"CDP",1542
27,27,25,23,28,0,0.08,"Northwest","Floriston","CA","California","6057","Nevada County",28,"california/floriston",0.95,-120.015,39.3929,"CDP",1543
27,27,25,23,18,0,0.08,"Southeast","Shoshone","CA","California","6027","Inyo County",1,"california/shoshone",28.711,-116.309,35.9672,"CDP",1544
26,26,41,56,211,235,-0.36585,"Northwest","Fiddletown","CA","California","6005","Amador County",6,"california/fiddletown",4.555,-120.76,38.5069,"CDP",1545
25,25,35,45,175,163,-0.28571,"Northwest","Elk Creek","CA","California","6021","Glenn County",17,"california/elk-creek",1.475,-122.532,39.5987,"CDP",1546
23,23,22,20,40,0,0.04545,"Southeast","California Hot Springs","CA","California","6107","Tulare County",25,"california/california-hot-springs",0.902,-118.655,35.8876,"CDP",1547
23,23,33,42,88,155,-0.30303,"Northwest","Long Barn","CA","California","6109","Tuolumne County",8,"california/long-barn",2.887,-120.135,38.0933,"CDP",1548
23,23,22,20,38,0,0.04545,"Southeast","McClenney Tract","CA","California","6107","Tulare County",37,"california/mcclenney-tract",0.616,-118.648,35.822,"CDP",1549
22,22,21,19,21,0,0.04762,"Northwest","Bucks Lake","CA","California","6063","Plumas County",2,"california/bucks-lake",10.342,-121.199,39.8796,"CDP",1550
22,22,21,19,26,0,0.04762,"Northwest","Kep'el","CA","California","6023","Humboldt County",6,"california/kepel",3.646,-123.819,41.2841,"CDP",1551
20,20,18,17,15,0,0.11111,"Northwest","Wautec","CA","California","6023","Humboldt County",9,"california/wautec",2.307,-123.862,41.3543,"CDP",1552
15,15,14,13,15,0,0.07143,"Northwest","Eagleville","CA","California","6049","Modoc County",15,"california/eagleville",0.975,-120.115,41.319,"CDP",1553
14,14,13,12,14,0,0.07692,"Northwest","Graniteville","CA","California","6057","Nevada County",9,"california/graniteville",1.488,-120.736,39.4444,"CDP",1554
13,13,98,183,314,1204,-0.86735,"Central","Midpines","CA","California","6043","Mariposa County",3,"california/midpines",4.359,-119.929,37.5534,"CDP",1555
12,12,11,10,19,0,0.09091,"Northwest","Little Valley","CA","California","6035","Lassen County",29,"california/little-valley",0.416,-121.178,40.893,"CDP",1556
12,12,45,78,97,475,-0.73333,"Northwest","Rail Road Flat","CA","California","6009","Calaveras County",1,"california/rail-road-flat",17.381,-120.55,38.3356,"CDP",1557
10,10,10,9,11,0,0,"South","Cuyama","CA","California","6079","San Luis Obispo County",22,"california/cuyama",0.453,-119.615,34.9311,"CDP",1558
9,9,9,8,20,0,0,"Northwest","Salmon Creek","CA","California","6097","Sonoma County",8,"california/salmon-creek",1.114,-123.059,38.3462,"CDP",1559
8,8,8,7,8,0,0,"Southeast","Sugarloaf Village","CA","California","6107","Tulare County",119,"california/sugarloaf-village",0.067,-118.635,35.8269,"CDP",1560
8,8,18,27,35,140,-0.55556,"Northwest","Taylorsville","CA","California","6063","Plumas County",2,"california/taylorsville",3.247,-120.839,40.0587,"CDP",1561
6,6,19,33,70,196,-0.68421,"Northwest","Crescent Mills","CA","California","6063","Plumas County",1,"california/crescent-mills",4.242,-120.922,40.1007,"CDP",1562
6,6,17,28,53,159,-0.64706,"Northwest","Mohawk Vista","CA","California","6063","Plumas County",1,"california/mohawk-vista",11.968,-120.588,39.8048,"CDP",1563
5,5,4,4,0,0,0.25,"Northwest","Canyondam","CA","California","6063","Plumas County",7,"california/canyondam",0.767,-121.077,40.1699,"CDP",1564
4,4,28,53,156,349,-0.85714,"Northwest","Philo","CA","California","6045","Mendocino County",2,"california/philo",2.067,-123.445,39.0658,"CDP",1565
3,3,14,25,26,155,-0.78571,"Northwest","Franklin","CA","California","6067","Sacramento County",1,"california/franklin-sacramento-county",2.106,-121.462,38.3675,"CDP",1566
3,3,27,51,184,339,-0.88889,"South","Tooleville","CA","California","6107","Tulare County",45,"california/tooleville",0.067,-119.115,36.2878,"CDP",1567
